,id,x1,x2,x3,eps,y,y_cen,left,right
0,1,-12.801019571599255,24.368518845745072,37.67063546530355,0.7954800990270028,113.49120038666055,50.0,113.49120038666055,inf
1,2,-94.81475363442173,13.115803301020335,-46.700619467170455,1.0629571094219994,0.0,0.0,-inf,20.0
2,3,9.932495575741825,-69.46580757984286,72.1466105459184,-1.056024254277245,92.56956428275589,50.0,92.56956428275589,inf
3,4,-12.935521476344618,62.68736980964346,84.57404878589622,0.33280320448238127,243.69891946119313,50.0,243.69891946119313,inf
4,5,-15.926439582502198,96.69239598787041,97.38048226288836,-1.2162110648355873,295.6252964630537,50.0,295.6252964630537,inf
5,6,-33.93303579922518,26.715030075429212,47.258240154715025,-3.3345696974470576,107.92671369545843,50.0,107.92671369545843,inf
6,7,-59.0702731924315,16.287505817691965,-52.46676600128204,-1.9363264331950025,0.0,0.0,-inf,20.0
7,8,23.85419327013274,-70.28174041181923,62.79211046072865,-0.27986408978893235,83.11012078554872,50.0,83.11012078554872,inf
8,9,-40.069065265095375,-44.66531672990806,-56.49476593229623,0.7914239869545724,0.0,0.0,-inf,20.0
9,10,-46.63454497942667,-27.895459986964767,-76.82363389087584,0.4702680026732579,0.0,0.0,-inf,20.0
10,11,24.22676655385898,-61.657992253665995,-70.20146524164552,0.6521425881756695,0.0,0.0,-inf,20.0
11,12,5.8284188554078185,98.07874570012422,-49.415293378811654,0.6147658838909157,21.62143190576848,21.62143190576848,21.62143190576848,21.62143190576848
12,13,-73.0840109310133,84.65380587343802,16.8927041054677,-2.419165667432911,89.22054594913513,50.0,89.22054594913513,inf
13,14,2.7156242531492865,-25.58492622155866,62.042508616016164,-0.6966163680504595,114.07143766484647,50.0,114.07143766484647,inf
14,15,-63.112026870616944,-70.96887390049007,-49.38648447951479,-0.9729627876894571,0.0,0.0,-inf,20.0
15,16,57.0670295633347,-20.88530170524747,11.729266245554768,-0.1362852706666348,47.561604484862876,47.561604484862876,47.561604484862876,47.561604484862876
16,17,70.79505852789777,-67.13910553140306,76.56766949431088,1.0418285032984662,142.56107673436145,50.0,142.56107673436145,inf
